CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009081-RA,0.002571701,24,366,285,541,479,425,671,397,478,516,412.904,377,3,298.9,273,320,354,424,381,TMCO1 ,TMCO1 ,GO:0032469, GO:0030176, GO:0005262, GO:0016020, GO:0005262, GO:0005262, GO:0006811, GO:0032469, GO:0032469, GO:0070588, GO:0005783, GO:0016020, GO:0016020, GO:0016021, GO:0030176, GO:0030176,,,,,,,,,,,,,,,,,,,,,
AGAP013192-RA,0.007036104,20,34.4057,24.5498,102.593,80,86.5623,129.515,52.8734,221.934,405.789,152.741,155.904,3,84.3756,66.4604,64.7687,55,47.3102,60.8837,venom allergen ,venom allergen ,GO:0032504, GO:0005615, GO:0032504, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009589-RB,0.022880709,24,115,117,234,372,351,450,243,560,384,521,539.596,10470.6,118.584,212.64,185.27,113,105.324,143,Kinase [Source:UniProtKB/TrEMBL;Acc:A0A453YUX6] ,Kinase [Source:UniProtKB/TrEMBL;Acc:A0A453YUX6] ,GO:0032958, GO:0016301, GO:0016301, GO:0016301, GO:0016740, GO:0016310, GO:0032958, GO:0032958, GO:0016301, GO:0016301, GO:0016301, GO:0016740, GO:0016310, GO:0032958,,,,,,,,,,,,,,,,,,,,,,,
AGAP006961-RA,0.001855286,24,645.119,390.708,751.533,544.913,667.049,773.639,224.022,520.163,467.067,392.424,336.502,81.5032,287.145,235.597,498.537,489.148,448,354.007,molecular chaperone HtpG ,molecular chaperone HtpG ,GO:0032991, GO:0034605, GO:0097718, GO:0005524, GO:0006457, GO:0005829, GO:0051082, GO:0005886, GO:0050821, GO:0048471, GO:0005524, GO:0051082, GO:0097718, GO:0006457, GO:0034605, GO:0050821, GO:0005737, GO:0005829, GO:0005886, GO:0009986, GO:0032991, GO:0048471, GO:0005524, GO:0016887, GO:0006457, GO:0051082, GO:0005524, GO:0051082, GO:0006457,,,,,,,,
AGAP005935-RA,0.00946299,24,482,269,546,520,557,812,318,461,459,259,350,5,319,276,332,309,322,337,unspecified product ,unspecified product ,GO:0032991, GO:0034998, GO:0006487, GO:0016021, GO:0006487, GO:0016020, GO:0016021, GO:0034998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004451-RA,8.73E-04,24,221,159,350,230,223,284,180,278,253,170,167,51,138,119,157,132,153,192,UDPglucose--hexose-1-phosphate uridylyltransferase ,UDPglucose--hexose-1-phosphate uridylyltransferase ,GO:0033499, GO:0008108, GO:0005737, GO:0008108, GO:0033499, GO:0005737, GO:0033499, GO:0008270, GO:0008108, GO:0006012, GO:0008108, GO:0008108, GO:0008270, GO:0016740, GO:0016779, GO:0046872, GO:0005975, GO:0006012, GO:0006012, GO:0033499,,,,,,,,,,,,,,,,,
AGAP008774-RA,0.039930755,20,266,220,306,234,191,278,105,179,134,170,134,9,221,241,236,241,270,209,unspecified product ,unspecified product ,GO:0033617, GO:0033617, GO:0005507, GO:0005743, GO:0016021, GO:0006878, GO:0016531, GO:0008535, GO:0005507, GO:0046872, GO:0006825, GO:0006878, GO:0008535, GO:0045454, GO:0005623, GO:0005743, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,
AGAP003207-RA,0.030003949,24,1418.22,1448.75,1186.52,722.662,766.659,815,724,1122.78,808.084,687,482,6777.94,762,854,900.7,827.583,1047,893,signal peptide peptidase-like 3 ,signal peptide peptidase-like 3 ,GO:0033619, GO:0042500, GO:0006465, GO:0030660, GO:0071556, GO:0071458, GO:0042500, GO:0006465, GO:0033619, GO:0030660, GO:0071458, GO:0071556, GO:0016021, GO:0004190, GO:0004190, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,
AGAP001854-RA,1.87E-04,24,84.9258,60.3677,74.7056,31.2219,44.702,57.2046,25.8643,57.653,56.3589,68.734,55.2192,28.4112,89.3164,79.7271,96.997,104.376,139.311,92.9955,N-glycosylase/DNA lyase ,N-glycosylase/DNA lyase ,GO:0034039, GO:0005634, GO:0006285, GO:0034039, GO:0006285, GO:0005634, GO:0140078, GO:0006289, GO:0003684, GO:0008534, GO:0006281, GO:0003824, GO:0006284, GO:0003677, GO:0003677, GO:0003684, GO:0003824, GO:0008534, GO:0006281, GO:0006284, GO:0006289,,,,,,,,,,,,,,,,
AGAP007888-RB,6.03E-04,24,7.18204,19.7083,8.78864,87.4561,65.6136,230.76,175.781,185.424,178.747,778.147,347.639,54.6197,345.522,181.006,403.811,170.459,134.775,97.9123,unspecified product ,unspecified product ,GO:0034454, GO:0005813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007540-RA,0.001855286,20,332,291,463,221,206,270,168,297,271,265,222,58,260,291,344,279,307,302,unspecified product ,unspecified product ,GO:0034472, GO:0034472, GO:0032039, GO:0032039, GO:0032039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003437-RA,0.012864973,24,1879,1460,1833,1574,1430,1514,1271,1303,1141,595,706,1099,1111,989,798,1683,1241,1311,unspecified product ,unspecified product ,GO:0034499, GO:0032456, GO:0031901, GO:0030904, GO:0032266, GO:0032266, GO:0032456, GO:0033157, GO:0034499, GO:0030904, GO:0031901, GO:0035091, GO:0035091,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000361-RA,0.01700415,20,308,292,384,311,317,439,332,625,424,646,332,146,338,343,370,360,302,321,unspecified product ,unspecified product ,GO:0034703, GO:0005216, GO:0050896, GO:0016020, GO:0055085, GO:0006811, GO:0005515, GO:0005216, GO:0006811, GO:0006811, GO:0034220, GO:0055085, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,
AGAP012380-RA,0.007036104,20,221,185,292,198,203,293,127,209,187,172,139,5,197,170,197,273,222,265,small nuclear ribonucleoprotein D3 ,small nuclear ribonucleoprotein D3 ,GO:0034715, GO:0034719, GO:0071011, GO:0005682, GO:0005687, GO:0003723, GO:0071013, GO:0005685, GO:0005689, GO:0097526, GO:0000243, GO:0000387, GO:0005686, GO:0003723, GO:0000387, GO:0000243, GO:0005682, GO:0005685, GO:0005686, GO:0005687, GO:0005689, GO:0034715, GO:0034719, GO:0071011, GO:0071013, GO:0097526, GO:0000387, GO:0005681, GO:0006396, GO:0000387, GO:0000387, GO:0006396, GO:0006397, GO:0008380, GO:0005634, GO:0005681,
AGAP001938-RA,0.022880709,20,209,187,273,118,145,145,101,154,152,194,106,31,145,167,182,164,199,201,bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 ,bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 ,GO:0034720, GO:0005730, GO:0016706, GO:0070544, GO:0032453, GO:0051864, GO:0032453, GO:0051864, GO:0005506, GO:0140680, GO:0006325, GO:0005506, GO:0016491, GO:0016706, GO:0046872, GO:0051213, GO:0051864, GO:0034720, GO:0055114, GO:0070544, GO:0005634,,,,,,,,,,,,,,,,
AGAP012873-RA,6.03E-04,24,175.515,208.169,154.644,176.315,131.103,204.121,59.8883,116.568,111.717,2.80509,2,0,1.66143,12.8796,10.4477,4.23552,17.2603,21.5768,cycle ,cycle ,GO:0034751, GO:0006357, GO:0000981, GO:0000978, GO:0005634, GO:0046983, GO:0005634, GO:0005737, GO:0005667, GO:0045944, GO:0006355, GO:0003700, GO:0003700, GO:0046983, GO:0006355, GO:0005634, GO:0005634, GO:0005667, GO:0005737,,,,,,,,,,,,,,,,,,
AGAP007393-RB,0.012864973,24,635.852,1044.99,1801.87,1024.27,1537.13,1828.46,775.847,1401.03,1372.75,635.203,795.423,0,299.141,730.445,862.322,959.656,1321.36,1125.99,"protein disulfide isomerase family A, member 3 ","protein disulfide isomerase family A, member 3 ",GO:0034976, GO:0005783, GO:0003756, GO:0006457, GO:0003756, GO:0006457, GO:0034976, GO:0005783, GO:0034976, GO:0005783, GO:0003756, GO:0006457, GO:0003756, GO:0006457, GO:0034976, GO:0005783, GO:0034976, GO:0005783, GO:0003756, GO:0006457, GO:0003756, GO:0006457, GO:0034976, GO:0005783, GO:0003756, GO:0005788, GO:0003756, GO:0003756, GO:0016853, GO:0016853, GO:0045454, GO:0005623, GO:0003756, GO:0005788, GO:0003756, GO:0003756, 
AGAP007855-RA,0.039930755,24,49,11,36,19,20,35,14,17,12,8,5,8,13,15,5,25,36,25,"aurora kinase, other ","aurora kinase, other ",GO:0035174, GO:0007052, GO:0032465, GO:0005876, GO:0031616, GO:0032133, GO:0051233, GO:0007094, GO:0005524, GO:0043988, GO:0032467, GO:0032133, GO:0106310, GO:0004712, GO:0004674, GO:0005694, GO:0006468, GO:0004672, GO:0000166, GO:0004672, GO:0004674, GO:0004674, GO:0005524, GO:0005524, GO:0006468, GO:0007094, GO:0032467, GO:0043988, GO:0032133,,,,,,,,
AGAP008237-RA,8.73E-04,24,138,117,180,115,74,128,45,105,89,37,31,19,27,27,30,38,42,33,Putative G-protein coupled receptor GPCR [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXN8] ,Putative G-protein coupled receptor GPCR [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXN8] ,GO:0035240, GO:0035643, GO:0072544, GO:0072545, GO:0007186, GO:0032438, GO:0050848, GO:0005886, GO:0033162, GO:0072545, GO:0072544, GO:0035240, GO:0016021, GO:0004930, GO:0016020, GO:0007186, GO:0004930, GO:0035240, GO:0072544, GO:0072545, GO:0007186, GO:0016020, GO:0016020, GO:0016021, GO:0007218,,,,,,,,,,,,
AGAP007604-RA,0.007036104,24,620,573,757,548,583,624,385,624,486,451,349,2123,501,564,625,691,572,555,unspecified product ,unspecified product ,GO:0035252, GO:0030176, GO:0016757, GO:0016740, GO:0016757, GO:0035252, GO:0030176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003606-RA,6.03E-04,24,122,110,144,166,181,250,119,232,257,155,111,283,52,100,117,87,61,78,Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q7QAN6] ,Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q7QAN6] ,GO:0035336, GO:0080019, GO:0005777, GO:0043231, GO:0080019, GO:0035336, GO:0005777, GO:0043231, GO:0080019, GO:0016021, GO:0006629, GO:0102965, GO:0016491, GO:0080019, GO:0102965, GO:0006629, GO:0055114, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP004251-RB,8.73E-04,24,426.797,290.444,806.413,553.677,641.334,605.957,774.944,1950.7,1547.78,2557.45,1826.14,7847.12,1201.35,524.732,976.029,452.574,365.907,516,solute carrier family 20 (sodium-dependent phosphate transporter) ,solute carrier family 20 (sodium-dependent phosphate transporter) ,GO:0035435, GO:0005887, GO:0005315, GO:0005315, GO:0015319, GO:0035435, GO:0005887, GO:0035435, GO:0005887, GO:0005315, GO:0005315, GO:0015319, GO:0035435, GO:0005887, GO:0015293, GO:0005315, GO:0016020, GO:0006817, GO:0005315, GO:0006817, GO:0006817, GO:0035725, GO:0016020, GO:0016020, GO:0016021, GO:0015293, GO:0005315, GO:0016020, GO:0006817, GO:0005315, GO:0006817, GO:0006817, GO:0035725, GO:0016020, GO:0016020, GO:0016021,
AGAP011038-RA,0.039930755,24,93,76,66,74,47,37,34,83,37,23,25,17,16,11,11,8,16,2,unspecified product ,unspecified product ,GO:0035497, GO:0110165, GO:0042981, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0006355, GO:0042981, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006608-RA,1.24E-04,24,2811,2638,2324,3270,2588,3484,802,1822,1081,469,344,389,434,533,645,626,982,707,unspecified product ,unspecified product ,GO:0035556, GO:0005515, GO:0035556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000213-RA,1.87E-04,24,1368,877,1585,5882,3500,7631,1877,1931,2202,993,817,60,574,385,520,488,297,427,ankyrin repeat and SOCS box protein 17 ,ankyrin repeat and SOCS box protein 17 ,GO:0035556, GO:0035556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010857-RA,0.00946299,20,127,76,165,98,95,176,128,268,322,182,111,1254,40,68,84,72,70,120,sodium-dependent nutrient amino acid transporter 5 ,sodium-dependent nutrient amino acid transporter 5 ,GO:0035725, GO:0015179, GO:0005887, GO:0005283, GO:0015179, GO:0005886, GO:0015293, GO:0016021, GO:0005328, GO:0015293, GO:0006836, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0003333, GO:1902475, GO:1903825,,,,,,,,,,,,,,,,,,,
AGAP002830-RA,0.00946299,24,1253,880,1818,565,688,950,603,1103,1161,874,967,614,1589,1592,2331,1048,1474,1488,"C-1-tetrahydrofolate synthase, mitochondrial precursor ","C-1-tetrahydrofolate synthase, mitochondrial precursor ",GO:0035999, GO:0004488, GO:0005829, GO:0004477, GO:0004329, GO:0004477, GO:0004488, GO:0009113, GO:0009257, GO:0005737, GO:0004329, GO:0005524, GO:0004488, GO:0003824, GO:0004329, GO:0005524, GO:0003824, GO:0004488, GO:0055114,,,,,,,,,,,,,,,,,,
AGAP002393-RA,0.022880709,20,229,159,285,204,158,286,100,156,142,172,113,4,105,149,176,253,201,230,"solute carrier family 35 (GDP-fucose transporter), member C1 ","solute carrier family 35 (GDP-fucose transporter), member C1 ",GO:0036085, GO:0015297, GO:0005457, GO:0005794, GO:0036066, GO:0005457, GO:0015297, GO:0022857, GO:0036066, GO:0036085, GO:0005794, GO:0016021, GO:0036085, GO:0005457, GO:0005794, GO:0005457, GO:0036085, GO:0005794, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,
AGAP028196-RA,6.03E-04,24,669.986,588.63,827.672,639.617,676.971,955.46,600.938,1169.17,978.695,653.385,420.061,54.0163,335.641,527.99,560.299,479.226,542.562,466.915,unspecified product ,unspecified product ,GO:0036374, GO:0006751, GO:0036374, GO:0006508, GO:0006751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000144-RA,6.03E-04,24,86,94,107,84,104,165,263,471,342,818,527,266,252,179,279,165,177,186,progestin and adipoQ receptor family member 3 ,progestin and adipoQ receptor family member 3 ,GO:0038023, GO:0016021, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000844-RA,0.001855286,24,1818.67,1354.14,1458.77,1508.97,1750.25,1971.55,2056.65,2742.96,2557.41,3922.56,3705.51,14121.1,3104.89,3608.99,3553.2,2568.76,3743.13,3035.23,Progestin and adipoQ receptor family member 4 ,Progestin and adipoQ receptor family member 4 ,GO:0038023, GO:0038023, GO:0016021, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003530-RA,0.020961854,24,2,2,0,0,0,0,3,1,1,1,7,1,6,4,12,8,11,9,odorant-binding protein antennal 6 ,odorant-binding protein antennal 6 ,GO:0042048, GO:0007608, GO:0005576, GO:0035275, GO:0035274, GO:0035275, GO:0007608, GO:0042048, GO:0005576, GO:0016021, GO:0005549, GO:0005549, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,
AGAP008574-RA,0.005153499,24,1052.94,1020.1,1046.19,805.943,906.667,1111.95,1257.7,1953.95,1869.25,1102.5,1080.41,1474.22,724.151,1029.39,1201.57,950.927,821.116,862.641,PQ-loop repeat-containing protein 1 ,PQ-loop repeat-containing protein 1 ,GO:0042147, GO:0045332, GO:0005768, GO:0005802, GO:0016021, GO:0016020, GO:0016021, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012111-RA,0.001269188,16,409.835,399.931,570.913,434.904,613.972,641.974,199,442.866,318.906,291,240.962,111,476.869,412,359,521.968,577.968,515,sphingolipid delta-4 desaturase ,sphingolipid delta-4 desaturase ,GO:0042284, GO:0046513, GO:0042284, GO:0030148, GO:0016021, GO:0006629, GO:0016491, GO:0042284, GO:0042284, GO:0006629, GO:0006629, GO:0030148, GO:0055114, GO:0016020, GO:0016021, GO:0016021, GO:0055114,,,,,,,,,,,,,,,,,,,,
AGAP006369-RA,0.007036104,24,4,1,19,0,5,0,4,19,21,92,91,279,14,66,46,30,20,26,cuticular protein RR-2 family 144 ,cuticular protein RR-2 family 144 ,GO:0042302, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000543-RA,0.039930755,24,329,249,395,317,263,275,239,422,391,293,329,69,202,249,255,259,269,272,vitamin-K-epoxide reductase (warfarin-sensitive) ,vitamin-K-epoxide reductase (warfarin-sensitive) ,GO:0042373, GO:0017187, GO:0047057, GO:0047057, GO:0017187, GO:0042373, GO:0005789, GO:0042373, GO:0016021, GO:0048038, GO:0047057, GO:0047057, GO:0042373, GO:0055114, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,
AGAP003598-RA,0.00946299,20,1058,854,1160,838,775,1164,605,889,689,672,495,14,962,815,733,1233,1341,1053,template-activating factor I ,template-activating factor I ,GO:0042393, GO:0005634, GO:0003682, GO:0000785, GO:0005634, GO:0006334, GO:0006334, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003350-RB,0.003701424,24,452.438,335,514,303.999,396.909,380,156.112,368.731,375,154,143.676,28,362,241.542,251.046,378.341,303.575,402,phosphoenolpyruvate carboxykinase (GTP) ,phosphoenolpyruvate carboxykinase (GTP) ,GO:0042594, GO:0071333, GO:0033993, GO:0006094, GO:0019543, GO:0046327, GO:0030145, GO:0005829, GO:0004613, GO:0030145, GO:0006090, GO:0006094, GO:0019543, GO:0033993, GO:0042594, GO:0046327, GO:0071333, GO:0005829, GO:0004611, GO:0004611, GO:0005525, GO:0016301, GO:0017076, GO:0006094, GO:0016310, GO:0004613, GO:0006094, GO:0005525, GO:0004613, GO:0017076, GO:0004611, GO:0004611, GO:0004613, GO:0005525, GO:0017076, GO:0006094, 
AGAP009464-RA,0.001269188,20,154,142,237,145,225,220,166,403,370,406,330,1070,160,222,312,184,123,134,ATP-binding cassette transporter (ABC transporter) family G member 10 ,ATP-binding cassette transporter (ABC transporter) family G member 10 ,GO:0042626, GO:0055085, GO:0005886, GO:0016021, GO:0005524, GO:0016020, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009472-RA,0.030003949,24,276,162,293,118,155,161,49,172,161,311,353,4,241,340,323,314,279,300,ATP-binding cassette transporter (ABC transporter) family G member 20 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H231] ,ATP-binding cassette transporter (ABC transporter) family G member 20 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H231] ,GO:0042626, GO:0055085, GO:0005886, GO:0016021, GO:0005524, GO:0016020, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009468-RA,0.012864973,24,231,176,244,243,305,321,124,261,221,88,76,1,128,142,146,113,97,104,ATP-binding cassette transporter (ABC transporter) family G member 17 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H187] ,ATP-binding cassette transporter (ABC transporter) family G member 17 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H187] ,GO:0042626, GO:0055085, GO:0005886, GO:0016021, GO:0005524, GO:0140359, GO:0016020, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,
AGAP000506-RA,4.11E-04,24,1375,1247,1408,1452,1123,1604,778,1026,804,529,483,43,557,634,695,813,722,1036,ATP-binding cassette transporter (ABC transporter) family G member 2 ,ATP-binding cassette transporter (ABC transporter) family G member 2 ,GO:0042626, GO:0055085, GO:0005886, GO:0140359, GO:0016021, GO:0005524, GO:0016020, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,
AGAP003221-RA,0.039930755,24,55,82,60,125,120,101,74,115,141,66,58,118,47,113,105,45,63,48,ATP-binding cassette transporter (ABC transporter) family C member 3 ,ATP-binding cassette transporter (ABC transporter) family C member 3 ,GO:0042626, GO:0055085, GO:0016020, GO:0042626, GO:0055085, GO:0016020, GO:0055085, GO:0005524, GO:0016021, GO:0140359, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP006427-RA,0.012864973,24,182,175,196,213,233,235,100,220,226,238,156,169,111,126,110,123,181,109,ATP-binding cassette transporter (ABC transporter) family C member 7 ,ATP-binding cassette transporter (ABC transporter) family C member 7 ,GO:0042626, GO:0055085, GO:0016020, GO:0140359, GO:0016021, GO:0005524, GO:0055085, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,
AGAP005639-RA,0.030003949,24,176.437,223.138,257.182,251,230.942,229.728,222.122,580.196,378.741,484.118,212.325,173.701,360.943,447.744,573.118,396.178,262.737,318.392,ATP-binding cassette transporter (ABC transporter) family B member 2 ,ATP-binding cassette transporter (ABC transporter) family B member 2 ,GO:0042626, GO:0055085, GO:0016021, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0140359, GO:0016021, GO:0005524, GO:0055085, GO:0000166, GO:0005524, GO:0005524, GO:0016887, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0016021, GO:0140359, GO:0016021, GO:0005524, GO:0055085, GO:0000166, GO:0005524, GO:0005524, GO:0016887,,,,,,,,
AGAP007134-RA,0.001855286,24,9,13,23,3,1,1,0,0,3,4,11,52,7,32,30,8,34,35,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QIY7] ,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QIY7] ,GO:0042761, GO:0009922, GO:0030176, GO:0030148, GO:0019367, GO:0034626, GO:0034625, GO:0009922, GO:0019367, GO:0030148, GO:0034625, GO:0034626, GO:0042761, GO:0030176, GO:0102756, GO:0009922, GO:0016021, GO:0016740, GO:0102336, GO:0102337, GO:0102338, GO:0102756, GO:0006629, GO:0006631, GO:0006633, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,
AGAP003600-RA,0.005153499,24,65,65,96,50,99,80,21,35,53,20,18,152,50,29,30,65,30,42,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QAP0] ,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QAP0] ,GO:0042761, GO:0030148, GO:0009922, GO:0019367, GO:0030176, GO:0034626, GO:0034625, GO:0009922, GO:0019367, GO:0030148, GO:0034625, GO:0034626, GO:0042761, GO:0030176, GO:0009922, GO:0102756, GO:0016021, GO:0016740, GO:0102336, GO:0102337, GO:0102338, GO:0102756, GO:0006629, GO:0006631, GO:0006633, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,
AGAP007500-RA,0.001269188,24,489,398,552,352,345,433,290,683,565,649,448,140,568,727,901,597,557,588,lachesin ,lachesin ,GO:0043005, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011355-RA,0.007036104,24,565,561,740,735,742,872,803,1176,1072,476,287,2363,400,446,643,346,515,429,unspecified product ,unspecified product ,GO:0043005, GO:0016021, GO:0048856, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005744-RA,0.007036104,20,411,291,416,313,358,553,260,344,329,297,216,60,345,317,375,451,478,384,leucine-rich immune protein (Coil-less) ,leucine-rich immune protein (Coil-less) ,GO:0043014, GO:0000226, GO:0007021, GO:0007023, GO:0005737, GO:0000226, GO:0005737, GO:0043014, GO:0007021, GO:0007023, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009073-RA,0.01700415,24,1993,1773,2106,913,1419,1249,1138,2353,1518,1650,1119,15295,2237,2389,3024,2001,2476,2344,unspecified product ,unspecified product ,GO:0043066, GO:0043066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002415-RA,0.030003949,20,66,54,89,77,104,137,30,85,87,53,74,0,37,35,61,77,67,74,unspecified product ,unspecified product ,GO:0043087, GO:0005737, GO:0007165, GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008887-RA,0.030003949,24,640,497,778,577,512,854,499,915,730,916,713,32,787,937,1025,812,912,798,Hepatocyte growth factor-regulated tyrosine kinase substrate [Source:UniProtKB/TrEMBL;Acc:A0A1S4GZJ0] ,Hepatocyte growth factor-regulated tyrosine kinase substrate [Source:UniProtKB/TrEMBL;Acc:A0A1S4GZJ0] ,GO:0043130, GO:0035091, GO:0046872, GO:0048471, GO:0005938, GO:0046872, GO:0046872, GO:0006886, GO:0005938, GO:0048471,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006359-RA,0.007036104,24,84,45,77,45,43,54,33,32,40,23,33,8,38,38,40,57,58,54,WD repeat-containing protein 92 ,WD repeat-containing protein 92 ,GO:0043130, GO:0043130, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
